web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1549195645-750","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@AliciaSilv","Alicia Silverstone","Try these 15 #vegan Thanksgiving side dishes: http://bit.ly/kindtgsides","3","53","37","1353354313000","1:15 AM - 20 Nov 2012","/AliciaSilv/status/270613720324001792"
"1549195645-46","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Brendan_Brazier","Brendan Brazier","Find your Athletic Edge. #vegan #performance #nutrition. from last month, my @tedtalks @TEDxFremont talk is up: http://www.youtube.com/watch?v=Jqpjap8rewo …","1","5","4","1356808067000","12:37 AM - 30 Dec 2012","/Brendan_Brazier/status/285099813723320321"
"1549195645-127","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@drewcanole","Drew Canole","#Vegan?  Here are 7 #plant based #protein sources!  Try them even if you're not vegan :)  #WITT - http://ow.ly/gdUbX","1","6","8","1356288311000","12:15 AM - 24 Dec 2012","/drewcanole/status/282919799749746689"
"1549195645-412","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@udisglutenfree","Udi's Gluten Free","To die for Chocolate Snowballs!!! #grainfree #vegan http://bit.ly/THVpgR","2","8","9","1354816620000","11:27 PM - 6 Dec 2012","/udisglutenfree/status/276747081476096000"
"1549195645-726","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@VeganTweeter","Vegan Tweeter (Alex)","Vegans are the conscientious objectors to a war that takes over 10 billion innocent lives per year. Opt out of the violence. #GoVegan #Vegan","2","14","4","1353438161000","12:32 AM - 21 Nov 2012","/VeganTweeter/status/270965406469079040"
"1549195645-1052","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","A Beginner's Guide to Vegan Baking: http://ow.ly/eYkHS  #vegan #baking","","12","6","1351962054000","10:30 PM - 3 Nov 2012","/OneGreenPlanet/status/264774165058445313"
"1549195645-893","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Fab","Fab","Baking for #GlutenFree & #Vegan guests this holiday season? Wholesome Chow has you covered! http://bit.ly/Uyd5R0 pic.twitter.com/xyjZ7nGb","","4","4","1352733657000","8:50 PM - 12 Nov 2012","/Fab/status/268010500279922690"
"1549195645-1274","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@savetheearth5","savetheearth5","Action of the day: do you know #vegan #vegetarian restaurants in your town? Send the link to @EarthActivists with #EarthRestaurants Thanks!","","3","","1350924836000","10:23 PM - 22 Oct 2012","/savetheearth5/status/260423754767806465"
"1549195645-1034","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Kake","Kake","Would you eat at a #vegan fine dining restaurant in #London? I certainly would. If you agree, please do the survey: http://fatgayvegan.com/2012/11/04/london-needs-to-eat-more-vedge/ …","1","11","2","1352063178000","2:36 AM - 5 Nov 2012","/Kake/status/265198307805110273"
"1549195645-606","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Why eating vegan is the only way to preserve our rights: http://ow.ly/eHCDu  #vegan","1","5","1","1353902415000","9:30 AM - 26 Nov 2012","/OneGreenPlanet/status/272912627968143362"
"1549195645-1213","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","12 mouthwatering vegan muffin recipes - with some delicious, seasonal ingredients! http://ow.ly/eJG6R  #vegan #recipes","","5","6","1351177316000","8:31 PM - 25 Oct 2012","/OneGreenPlanet/status/261482734701121537"
"1549195645-1255","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@ohsheglows","Angela Liddon","Baked Apples Stuffed with Cinnamon Date Pecan Oatmeal - 3 ways!  http://bit.ly/Vm4XxR    #vegan","1","3","8","1351001935000","7:48 PM - 23 Oct 2012","/ohsheglows/status/260747132171083776"
"1549195645-142","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@peta","PETA","Holiday recipes galore! Celebrate a #vegan holiday w/ these crowd-pleasing apps, veggie turkeys, desserts & more: http://peta.vg/8a","1","26","9","1356199501000","11:35 PM - 22 Dec 2012","/peta/status/282547304014151680"
"1549195645-990","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@LoveMySilk","Silk","#Vegan Silk Seasonal Nog: 90 calories, 1g fat, 3g protein / serving. Happy #SilkHolidays! $1 off coupon: http://bit.ly/SeasonCoupon","3","4","4","1352246107000","5:25 AM - 7 Nov 2012","/LoveMySilk/status/265965567687655425"
"1549195645-1135","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@VeggieFest","Veggie Fest Chicago","Slow Cooker #Moroccan #Vegetable #Barley #Soup #recipe from @nicolenavratil - http://www.pepperoniisnotavegetable.com/2012/10/15/recipe-slow-cooker-moroccan-vegetable-barley-soup … #vegetarian #vegan","","","2","1351543992000","2:23 AM - 30 Oct 2012","/VeggieFest/status/263020684295426048"
"1549195645-54","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@GrantButler","Grant Butler","Tempeh Helper, a brilliant @IsaChandra re-imagining of skillet casseroles. Quick, healthy, low-fat and #vegan! pic.twitter.com/Cp42imhm","3","1","3","1356752515000","9:11 AM - 29 Dec 2012","/GrantButler/status/284866811332272128"
"1549195645-1306","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@besthealthmag","Best Health Magazine","I'm trying this delish-looking Pumpkin Gingerbread Smoothie from @ohsheglows this morning -Katharine #vegan #smoothie  http://shout.lt/c7Gl","2","3","2","1350826322000","7:02 PM - 21 Oct 2012","/besthealthmag/status/260010559704010752"
"1549195645-944","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Jenny_Nicol_","Jenny Nicol","My FAV #breakfast lately: #GlutenFree oats, chia seeds, cinnamon, coconut oil, nuts, seeds topped w/ sliced fruit or berries! #Vegan #ENERGY","3","2","2","1352465256000","6:17 PM - 9 Nov 2012","/Jenny_Nicol_/status/266884744338362369"
"1549195645-696","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@TheVeganProject","The Vegan Project","A holiday table isn't complete without an awesome #vegan stuffing! Vegan Artichoke Mushroom Stuffing: http://theveganproject.ca/vegan-artichoke-mushroom-stuffing/#more-2786 … #recipes","","4","3","1353541397000","5:13 AM - 22 Nov 2012","/TheVeganProject/status/271398409611669504"
"1549195645-913","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@findingvegan","Finding Vegan","Good weekend for some #vegan soup, yes? -> http://www.findingvegan.com/tagged/soup","1","4","5","1352604765000","9:02 AM - 11 Nov 2012","/findingvegan/status/267469889743241217"
"1549195645-1377","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@peta2","peta2","Is it ever too early to eat #vegan ice cream? We think not! #peta2 #foodie #yum #chocolate  http://instagr.am/p/Q453zrNK0F/","","2","5","1350489185000","9:23 PM - 17 Oct 2012","/peta2/status/258596501255761921"
"1549195645-1324","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@genebaur","Gene Baur","Pigs and Pumpkins at @FarmSanctuary: http://youtu.be/v_D0tM2oNFw  #vegan","","7","1","1350700257000","8:00 AM - 20 Oct 2012","/genebaur/status/259481802438242304"
"1549195645-1307","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Shelter_Helper","Shelter Helper  🇬🇧","Woman sues to prove dogs are ‘living souls,’ not property. (21/10.12... http://www.shelter-helper.co.uk/?p=2145  #vegan #dog #animal #pet #animalrights","","6","2","1350821913000","5:48 PM - 21 Oct 2012","/Shelter_Helper/status/259992065860071425"
"1549195645-533","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@VegNews","VegNews Magazine","Think you have to give up mac 'n' cheese because you're #vegan and gluten-free? This indulgent version hits the spot. http://ow.ly/fGISb","1","9","16","1354221309000","2:05 AM - 30 Nov 2012","/VegNews/status/274250167052562433"
"1549195645-1081","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Mickiyah","Lynn Mickiyah","Everlasting Life Cafe, DC  (@ELCafeDC) will be serving an all #vegan #brunch starting Sunday, November 11, 2012 from 10am - 3pm","","2","2","1351808317000","3:48 AM - 2 Nov 2012","/Mickiyah/status/264129344560037888"
"1549195645-1344","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeSoy","WholeSoy & Co.","Pumpkin Pie Smoothie | naturally sweetened with apple, orange and carrot juice! #vegan #recipe http://pinterest.com/pin/156500155772625045/ …","","3","2","1350604977000","5:32 AM - 19 Oct 2012","/WholeSoy/status/259082168616235008"
"1549195645-374","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Veganmainstream","Vegan Mainstream","Happy Hanukkah! RT @VegNews: Are you ready for Hanukkah? Recipe for #vegan sofganyot (jelly doughnuts!) at @peta! http://ow.ly/fVkUn","","4","","1355011921000","5:42 AM - 9 Dec 2012","/Veganmainstream/status/277566231530323968"
"1549195645-594","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@vegan_effect","Claire Morley","Another awesome #vegan meal in the Easton quarter of Bristol. Thank you Ash :) Shepherds pie pic.twitter.com/duWDNFtG","1","2","4","1353963507000","2:28 AM - 27 Nov 2012","/vegan_effect/status/273168863376588800"
"1549195645-224","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Cooking up something #vegan for the Holidays? Here's a whole menu!  http://ow.ly/g9d0p","","6","6","1355760136000","9:32 PM - 17 Dec 2012","/OneGreenPlanet/status/280704472685092864"
"1549195645-437","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@SouthnPurpleVeg","Ashley Hudson","As my birthday gift to me I'm ordering a 3 month subscription to #vegan @consciousbox","","2","2","1354681833000","10:00 AM - 5 Dec 2012","/SouthnPurpleVeg/status/276181744523304960"
"1549195645-688","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@SingletonPaige","Paige Singleton","Lose 1lb/week on #vegan diet w/o exercise, portion, calorie or carb limits. Learn how at http://bit.ly/KUXuRW  #ASMSG #dieting #plantbased","","7","1","1353554617000","8:53 AM - 22 Nov 2012","/SingletonPaige/status/271453858578976769"
"1549195645-806","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@So_Delicious","So Delicious","Orange-Infused Pumpkin Cheesecake & a FREE 22-page recipe eBook via @lifeologia http://www.lifeologia.com/orange-infused-pumpkin-cheesecake-gluten-free-and-vegan … #dairyfree #glutenfree #vegan #holiday","1","5","3","1353104852000","3:57 AM - 17 Nov 2012","/So_Delicious/status/269567406266011648"
"1549195645-765","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@TheDolceDiet","Mike DOLCE","Can anyone help answer? Share #vegan experience. “@Cuse_Kers: @TheDolceDiet Is it worth getting the #LivingLeanCookbook for a vegetarian?”","2","2","1","1353283968000","5:42 AM - 19 Nov 2012","/TheDolceDiet/status/270318671468040192"
"1549195645-1127","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@peta2","peta2","Check out our brand #new #NotaNugget hoodie! Get it at http://peta2.com/store ! Woo! #vegan #vegetarian #peta2 #anim http://instagr.am/p/Ra0aEGtKxp/","1","1","5","1351627236000","1:30 AM - 31 Oct 2012","/peta2/status/263369835872923649"
"1549195645-38","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@CybelePascal","Cybele Pascal","my Allergy-Friendly, #GlutenFree, #Vegan soft-baked cookies are available now at https://www.navanfoods.com/category/manufacturers/cybeles-free-eat …","","1","1","1356828557000","6:19 AM - 30 Dec 2012","/CybelePascal/status/285185758233501696"
"1549195645-110","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@peta","PETA","Spotted in Montreal! #Xmas Lettuce Ladies spreading #vegan joy w/ sweet treats  #HaveAHeart PHOTO: http://twitpic.com/bp038s","2","25","10","1356391813000","5:00 AM - 25 Dec 2012","/peta/status/283353920439459840"
"1549195645-588","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@bakeanddestroy","𝙽𝚊𝚝𝚊𝚕𝚒𝚎 𝚇Ⓥ𝚇","Photo: About to get my #vegan snack on! Thanks @vegancuts ! http://tmblr.co/ZQz0txY7B95W","","3","1","1353976507000","6:05 AM - 27 Nov 2012","/bakeanddestroy/status/273223392373637121"
"1549195645-967","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Planning a trip? Don't miss these great tips on finding vegan food while traveling! http://ow.ly/f3Xhu  #vegan #travel","2","2","","1352340023000","7:30 AM - 8 Nov 2012","/OneGreenPlanet/status/266359480705495040"
"1549195645-540","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@ecorazzi","ecorazzi","Chaka Khan is off diabetes meds thanks to a plant based diet and healthy living. - http://ow.ly/fGdlO  #vegan #diabetes","","14","1","1354202868000","8:57 PM - 29 Nov 2012","/ecorazzi/status/274172820190281729"
"1549195645-1099","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Apple Pie Swirl Multigrain Bread Loaf - a sweet, but not too sweet, fall treat. http://ow.ly/eUOwS  #vegan #recipe","","2","1","1351731610000","6:30 AM - 1 Nov 2012","/OneGreenPlanet/status/263807612112494593"
"1549195645-858","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@peta2","peta2","LAST DAY to let us know your fave #vegan-friendly college! Check out all the nommy food pics & vote here: http://bit.ly/W2FPBl","","2","4","1352860202000","8:00 AM - 14 Nov 2012","/peta2/status/268541267565244416"
"1549195645-566","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@whizkid7","Chuck Bluestein","Latest #Science on #Health Benefits of a Plant-Based or #Vegan Diet►http://bit.ly/POfmmZ ◄Vegan blood suppresses cancer 8 times better!","","8","","1354068349000","7:35 AM - 28 Nov 2012","/whizkid7/status/273608605519990786"
"1549195645-612","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@___Danno","Danno","In Canada, #organic labels on your food can be completely meaningless & a cash grab for producers http://natpo.st/WP5u0W  #vegan #vegetarian","2","9","2","1353889062000","5:47 AM - 26 Nov 2012","/___Danno/status/272856621338722305"
"1549195645-798","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@VeggieFest","Veggie Fest Chicago","Vegan Turkey Loaf - A #Thanksgiving Special http://sosvegetarianlife.com/vegan-turkey-l   #vegetarian #vegan #recipe #recipes #veganrecipes from @SOS_Chicagoland","","3","2","1353159244000","7:04 PM - 17 Nov 2012","/VeggieFest/status/269795541657980930"
"1549195645-845","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@thefullhelping","Gena Hamshaw","#vegan butternut squash, sage, and garlicky kale lasagna with Brazil nut cheese:  http://bit.ly/XFMlyk","1","3","","1352919912000","12:35 AM - 15 Nov 2012","/thefullhelping/status/268791710434349056"
"1549195645-1379","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@singerinkitchen","Noelle","New Recipe! Pumpkin Spice French Toast using @So_Delicious 's new pumpkin spice coconut milk #vegan
 http://shar.es/cmZ83  via @sharethis","","3","3","1350484987000","8:13 PM - 17 Oct 2012","/singerinkitchen/status/258578897216610305"
"1549195645-73","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@kathyfreston","Kathy Freston","Here's my intrview w Renee Montagne on @NPR re leaning in 2 #vegan !!  http://n.pr/V76CZh   Let  em know u like if u do!","2","4","1","1356634267000","12:21 AM - 28 Dec 2012","/kathyfreston/status/284370845273583616"
"1549195645-835","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@bifnaked","Bif Naked","Zucchini noodles, add salsa or Bragg's or miso gravy or lime squeeze. #Vegan (Pictured with #Spirooli peeler.)http://twitpic.com/bdg9b2","9","4","4","1352994272000","9:14 PM - 15 Nov 2012","/bifnaked/status/269103601111166977"
"1549195645-499","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@sheridynfisher","Sheridyn Fisher","Just made the most delicious fresh lime and cracked pepper corn on the cob ♡ Delicious and healthy afternoon snack #vegan #healthyliving","1","1","6","1354338788000","10:43 AM - 1 Dec 2012","/sheridynfisher/status/274742906550636544"
"1549195645-235","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Nutri_Wife","NutriWife","I'll take a side of @NadaMoo #vegan coconut milk ice cream with my vegan #glutenfree birthday cake, yum!pic.twitter.com/6bSBCDEM","2","1","2","1355685981000","12:56 AM - 17 Dec 2012","/Nutri_Wife/status/280393440825585664"
"1549195645-487","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeFoods","Whole Foods Market","Miso & roasted garlic turn this side into #vegan food of the highest order... MISO & GARLIC MASHED POTATOES: http://bit.ly/Xd440e  #WFMdish","2","29","37","1354413606000","7:30 AM - 2 Dec 2012","/WholeFoods/status/275056719065907200"
"1549195645-700","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeFoods","Whole Foods Market","A versatile #vegan dish that can complement any entreé! ROASTED BUTTERNUT SQUASH W/ SAGE & CRANBERRIES: http://bit.ly/Wyrop2  #WFMdish","","16","12","1353523509000","12:15 AM - 22 Nov 2012","/WholeFoods/status/271323379276062721"
"1549195645-111","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@ChloeCoscarelli","Chloe Coscarelli","#vegan Chocolate SOY SAUCE Cupcakes for my dad's new movie! @johndiesmovie @DonCoscarelli http://johndies.com/12days/ pic.twitter.com/CZY2doQv","2","1","3","1356389225000","4:17 AM - 25 Dec 2012","/ChloeCoscarelli/status/283343060585295872"
"1549195645-10","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@lkr_65","Lee Khatchadourian","I made falafel from scratch and vow NEVER to make it out of a box again! http://www.theveganversion.com/2012/12/falafel.html … #vegan #whatveganseat","","","4","1356900998000","2:26 AM - 31 Dec 2012","/lkr_65/status/285489597125890048"
"1549195645-84","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@peta","PETA","Leftover #vegan snickerdoodles for brekkie? YES. PHOTO: http://twitpic.com/bplv7r","1","11","17","1356542340000","10:49 PM - 26 Dec 2012","/peta/status/283985275699466240"
"1549195645-969","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@FromJessKitchen","Jessica's Kitchen","Looking 4 #Glutenfree #Vegan #Thanksgiving stuffing that you can make a day ahead? Try my recipe...
http://www.jessicasglutendairyfreekitchen.com/2/post/2012/11/thanksgiving-holiday-stuffing-gluten-free-vegan.html …  @So_Delicious","","2","3","1352316572000","12:59 AM - 8 Nov 2012","/FromJessKitchen/status/266261118383702017"
"1549195645-431","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@MeatFreeAthlete","Meat Free Athlete Ⓥ","RECIPE: Creamed Avocado and Lime Chilled Pasta! Yum :) Easy to make and delicious! Here's the recipe-> http://www.meatfreeathlete.com/index.php?option=com_content&view=article&id=179%3Acreamed-avocado-and-lime-chilled-pasta&catid=11%3Alunch-a-dinner-recipes&Itemid=106 … <- #vegan","","3","2","1354731083000","11:41 PM - 5 Dec 2012","/MeatFreeAthlete/status/276388314142093312"
"1549195645-254","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@kinkydirtybitch","KinkyDirtyBitch","Naughty & Forty (something!!) haha! I get to look better than the year before! #rawsome #raw #vegan pic.twitter.com/tzjnk6iE","5","3","6","1355581390000","7:53 PM - 15 Dec 2012","/kinkydirtybitch/status/279954753801306113"
"1549195645-787","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeFoods","Whole Foods Market","This delicious #vegan dish is good eating at its best! BUTTERNUT SQUASH & KALE SALAD: http://bit.ly/105YN9o  #WFMdish","","25","39","1353196809000","5:30 AM - 18 Nov 2012","/WholeFoods/status/269953099454615553"
"1549195645-430","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@peta","PETA","These Cranberry-Cream Cheese Crostini are perfect 4 holiday parties! And yes, they're #vegan! PHOTO: http://peta.vg/4g","","13","7","1354732802000","12:10 AM - 6 Dec 2012","/peta/status/276395524842745857"
"1549195645-917","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Can't get enough pumpkin? Check out these Health Benefits, Tips + 11 Delicious Recipes: http://ow.ly/faQS2  #pumpkin #vegan","","8","2","1352599231000","7:30 AM - 11 Nov 2012","/OneGreenPlanet/status/267446676933971968"
"1549195645-401","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@erinred","Red","Love these! RT @PatrickGoudreau: Compassion PRIDE! http://www.compassionatecook.com/merchandise  #vegan pic.twitter.com/YoPgvlbG","","2","3","1354861520000","11:55 AM - 7 Dec 2012","/erinred/status/276935404643565568"
"1549195645-538","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@PCRM","Physicians Committee","A #vegan Chaka Khan loses 60lbs and goes off her diabetes medication. http://ht.ly/fGjLf . We love the power of plants!","2","28","10","1354205304000","9:38 PM - 29 Nov 2012","/PCRM/status/274183035979718656"
"1549195645-760","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@AnimalAbusers","AnimalAbusers","Short-Term Farmer Gains Will Prove Costly in Long Run - Economic Times (blog) http://dlvr.it/2VpK4x  #factoryfarm #vegan","","3","1","1353306725000","12:02 PM - 19 Nov 2012","/AnimalAbusers/status/270414124402503681"
"1549195645-706","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@ariannahuff","Arianna Huffington","Watch my friend @kathyfreston talk about celebrating Thanksgiving the
#vegan way: http://huff.lv/QUquBF","3","18","7","1353510864000","8:44 PM - 21 Nov 2012","/ariannahuff/status/271270342440402944"
"1549195645-1370","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@yummly","Yummly","Pumpkin hummus for your pita chips, veggies, & more! http://yumm.ly/QYEZjs   #yum #vegan pic.twitter.com/4M8qPsgh","1","11","6","1350517316000","5:11 AM - 18 Oct 2012","/yummly/status/258714491091574784"
"1549195645-1214","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@EarthActivists","EAs for Earth(lings)","are you a meat-eater and afraid of #vegetarian and #vegan movements ? ... good ... now imagine how afraid the #animals YOU let kill ARE ...","","5","1","1351176606000","8:20 PM - 25 Oct 2012","/EarthActivists/status/261479754006396929"
"1549195645-133","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeFoods","Whole Foods Market","Here's a tasty #vegan side for your big meal this week! GREEN BEANS W/ SHALLOTS & ALMONDS: http://bit.ly/TNNIHi  #WFMdish","1","16","20","1356272106000","7:45 PM - 23 Dec 2012","/WholeFoods/status/282851829832904704"
"1549195645-1351","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Angel_Vegano71","Angel Valentine","This infuriates me and breaks my heart & is why I'm vegan forever ! Dairy cows live a whole life of hell!! #vegan pic.twitter.com/wj97dnrA","1","7","2","1350597731000","3:32 AM - 19 Oct 2012","/Angel_Vegano71/status/259051774751670273"
"1549195645-1225","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@MotherNatureNet","MotherNatureNetwork","Looking for #vegan recipes? Our new Pinterest board will inspire you http://mnatu.re/PGnbtR","","3","1","1351118738000","4:15 AM - 25 Oct 2012","/MotherNatureNet/status/261237038911729664"
"1549195645-49","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@MyBeautyBunny","MyBeautyBunny Jen","True Beauty Box Review - finally a truly cruelty-free beauty box subscription! http://buff.ly/SFcby4  #vegan #crueltyfree","","2","4","1356800413000","10:30 PM - 29 Dec 2012","/MyBeautyBunny/status/285067712764469248"
"1549195645-644","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Soy milk has just as much protein and calcium as cow's milk, with fewer calories and less sugar! http://ow.ly/fwzsJ  #vegan","2","17","2","1353726008000","8:30 AM - 24 Nov 2012","/OneGreenPlanet/status/272172724439355392"
"1549195645-1063","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@ForksOverKnives","Forks Over Knives","Check out this seasonal Pumpkin & Anasazi Bean Stew #recipe straight from our cookbook! http://ow.ly/eYVaj  ~ #vegan","4","11","3","1351886996000","1:39 AM - 3 Nov 2012","/ForksOverKnives/status/264459347998945282"
"1549195645-117","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@drjennmann","Dr. Jenn Mann","How To Eat #Vegan For A Week And Love It http://bit.ly/Tgcilq","1","2","3","1356334561000","1:06 PM - 24 Dec 2012","/drjennmann/status/283113786272010242"
"1549195645-288","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Delicious Red Lentil Burgers With Kale Pesto http://ow.ly/fXcEP  #vegan","","3","7","1355360456000","6:30 AM - 13 Dec 2012","/OneGreenPlanet/status/279028095804121088"
