web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1549195645-672","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@ALFAnimalLib","ALFⓋAnimalLib","ALL MEAT IS TOXIC #vegan  @Voice_OT_Orcas:  stop this daily massacer. the meat u crave is TOXIC @seashepherdpic.twitter.com/XZFW5lSq","","7","","1353622610000","3:46 AM - 23 Nov 2012","/ALFAnimalLib/status/271739040674500608"
"1549195645-396","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Veganmainstream","Vegan Mainstream","Support #vegan businesses this #holiday season! Here's our gift guide: http://bit.ly/TNeJcy","","4","2","1354904763000","11:56 PM - 7 Dec 2012","/Veganmainstream/status/277116777585065985"
"1549195645-851","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@deliciousliving","delicious living","It's here! Our #free healthy Holiday Cookbook will please every dietary preference: #vegan #vegetarian #GF #raw & more! http://ow.ly/fi0Cf","","2","2","1352915158000","11:15 PM - 14 Nov 2012","/deliciousliving/status/268771773485568001"
"1549195645-135","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeFoods","Whole Foods Market","Smoky almonds make a particularly good match for sweet potatoes... SWEET POTATO MASH W/ SMOKED ALMONDS: http://bit.ly/WG6chy  #vegan #WFMdish","2","22","31","1356235206000","9:30 AM - 23 Dec 2012","/WholeFoods/status/282697062091476995"
"1549195645-659","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@CASanctuary","Catskill Sanctuary","RT @savelouandbill: Bill & Lou and Shifting the Paradigm: Now Is the Time to Go #Vegan http://huff.to/ROC1PX  By Kathy Stevens","","2","1","1353678311000","7:15 PM - 23 Nov 2012","/CASanctuary/status/271972668192980992"
"1549195645-1083","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@TryVeg","Compassion","If you're thinking of making the #vegan transition for #WorldVeganDay, check out http://TryVeg.com  for resources and tips!","","16","2","1351802561000","2:12 AM - 2 Nov 2012","/TryVeg/status/264105201164750849"
"1549195645-1346","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@ChloeCoscarelli","Chloe Coscarelli","You haven't lived until you've tried the #vegan Coconut Raspberry Cupcake from @MsCupcakeUK! Delicious, moist, fluffy, perfect!!!","1","","4","1350602652000","4:54 AM - 19 Oct 2012","/ChloeCoscarelli/status/259072418079965184"
"1549195645-198","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Veganism","Veganism","#vegan coconut curry with a side of quinoa+bell peppers+oregano-infused olive oil was dinner.","4","3","3","1355888103000","9:05 AM - 19 Dec 2012","/Veganism/status/281241207559045120"
"1549195645-490","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@jeremyhiebert","Jeremy Hiebert Ⓥ CBK","""If we're not supposed to eat humans why are they made out of meat?!"" We can ask dumb questions too right? #veganproblems #vegan #govegan","","3","2","1354403340000","4:39 AM - 2 Dec 2012","/jeremyhiebert/status/275013659611258880"
"1549195645-782","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@veganbetty","veganbetty","So just make your own #twinkies. Better and healthier: #vegan like the ones in @zombieland. http://www.treehugger.com/green-food/organic-vegan-twinkies-recipe-help-you-through-twinkiepocalypse.html …","1","5","2","1353215426000","10:40 AM - 18 Nov 2012","/veganbetty/status/270031188087939072"
"1549195645-992","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@HealthHabits","Health Habits","Attn. PETA : Man Has Been Eating Meat For Over 1.5 Million Years - http://dld.bz/bRfkQ  - #health #vegan #nutrition","1","8","4","1352245223000","5:10 AM - 7 Nov 2012","/HealthHabits/status/265961861281890306"
"1549195645-260","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@spacemanatee","spacemanatee","Russia - Ban the Import of Polar #Bear Pelts http://www.thepetitionsite.com/406/815/918/russia-ban-the-import-of-polar-bear-pelts/#bbtw=780482980 … #furfreefriday #vegan #polarbear #anipal #act","","6","","1355538263000","7:54 AM - 15 Dec 2012","/spacemanatee/status/279773872864231424"
"1549195645-1062","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@LoveMySilk","Silk","#Vegan Pumpkin Muffins #recipe via @ourpassion4food #SilkAutumn http://pinterest.com/pin/153403931028919015/ …","1","5","3","1351887489000","1:48 AM - 3 Nov 2012","/LoveMySilk/status/264461414859698178"
"1549195645-1249","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeFoods","Whole Foods Market","Let this delicious #vegan dip warm you up in the evenings... CHIPOTLE CHILI BEAN DIP: http://bit.ly/PP2H5E  #WFMdish","1","27","26","1351025112000","2:15 AM - 24 Oct 2012","/WholeFoods/status/260844341839400961"
"1549195645-278","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@VegNews","VegNews Magazine","Wondering what #vegan cookbooks to give to your friends and family? @V4Veg has great recommendations! http://ow.ly/g4UxL","","7","1","1355433313000","2:45 AM - 14 Dec 2012","/VegNews/status/279333677052350464"
"1549195645-1097","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@AniPhyo","ani phyo","mixing 2gthr abt 2 parts almond butter w 1 part yacon syrup. yummy! put it in fridge and it firms up into nougat....mmmm #rawfood #vegan","4","4","4","1351742776000","9:36 AM - 1 Nov 2012","/AniPhyo/status/263854444347785216"
"1549195645-503","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@TheGayVegans","The Gay Vegans","In memory of all those we lost: Another World AIDS Day http://thegayvegans.blogspot.com/2012/11/another-world-aids-day.html?spref=tw … #gay #vegan #AIDS #LGBT #actup","","4","1","1354333204000","9:10 AM - 1 Dec 2012","/TheGayVegans/status/274719485783588864"
"1549195645-909","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@VeganNewsNet","VNN","Our Oceans Are Dying ~ 90% of Big Fish Are GONE ~ What Are WE Doing??? http://ow.ly/fbugM  Meatless (Fleshless) Everyday for LIFE! #Vegan","","2","1","1352647815000","9:00 PM - 11 Nov 2012","/VeganNewsNet/status/267650455411232768"
"1549195645-1165","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Brendan_Brazier","Brendan Brazier","Checkout @ZoNFitness for free downloadable #vegan recipes, a #training log, #workout videos, and #recipe videos. http://www.zonfitness.com","","4","4","1351385675000","6:24 AM - 28 Oct 2012","/Brendan_Brazier/status/262356652978741249"
"1549195645-658","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@JLgoesVegan","JL Fields","Black Bean Miso Soup and Kale and Avocado Salad http://bit.ly/TT2NEi  #vegan #recipes","","1","","1353690015000","10:30 PM - 23 Nov 2012","/JLgoesVegan/status/272021755768471553"
"1549195645-1121","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@greenjules","Julie Morris","ADORE my new Olsenhaus boots! @Elizabeth_Olsen is offering 30% off with ""JMLOVES"" code at http://www.olsenhaus.com   http://instagr.am/p/RbETIDPEn4/  #vegan","1","2","2","1351635830000","3:53 AM - 31 Oct 2012","/greenjules/status/263405879762747393"
"1549195645-1316","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Barbi_Twins","Barbi Twins","Check out our interview #RAW #vegan diets, #horse #slaughter myths, #AnimalActivism cults, #nokill team http://erinred.com/2012/10/ep45-the-barbi-twins-get-active/ … … @erinred","","12","2","1350752820000","10:37 PM - 20 Oct 2012","/Barbi_Twins/status/259702270348914688"
"1549195645-341","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@LeiAgonist","Salvia","@EarthActivists All beings deserve to live in peace and freedom... Go #Vegan!!!","","2","5","1355145264000","6:44 PM - 10 Dec 2012","/LeiAgonist/status/278125513971736576"
"1549195645-996","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@eartheats","Earth Eats","This soup #recipe has been crowd-pleaser: #Vegan Coconut Pumpkin Soup http://bit.ly/sddKhc  #recipeelection","1","2","6","1352229722000","12:52 AM - 7 Nov 2012","/eartheats/status/265896842611535872"
"1549195645-385","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@wendybpolisi","Wendy Polisi","How fabulous is this?  #GF #Vegan Gingerbread Loaf http://bit.ly/YVKwy6  from @maggiesavage","","2","2","1354936064000","8:37 AM - 8 Dec 2012","/wendybpolisi/status/277248065293934592"
"1549195645-910","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Barbi_Twins","Barbi Twins","Here's r Nov celeb interview in popular mag @originmagazine out now WholeFoods DeepakChopra #Vegan #AnimalRights #Greenpic.twitter.com/sXCFcQlg","","8","1","1352647492000","8:54 PM - 11 Nov 2012","/Barbi_Twins/status/267649095299108864"
"1549195645-1140","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@So_Delicious","So Delicious","Spinach Artichoke Pasta from @thatwasvegan Guess what we're having for dinner tonight? YUM! http://www.thatwasvegan.com/2012/10/29/spinach-artichoke-pasta … #dairyfree #vegan #recipe","","2","3","1351527454000","9:47 PM - 29 Oct 2012","/So_Delicious/status/262951319889903616"
"1549195645-1381","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@AnimalEquality","Animal Equality","#Vegan Mac 'n' Cheese recipe. A recipe that both kids and adults can enjoy.
http://goo.gl/1aUh1 pic.twitter.com/EFbLDJI2","","5","4","1350468951000","3:45 PM - 17 Oct 2012","/AnimalEquality/status/258511632676827138"
"1549195645-758","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@JenMishler","Jennifer Mishler","Have a compassionate #Thanksgiving! New site from @MercyForAnimals: http://pardonaturkey.com . #vegan","","3","1","1353332061000","7:04 PM - 19 Nov 2012","/JenMishler/status/270520388977565696"
"1549195645-539","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@vegucated","Vegucated","Chaka Khan’s #Vegan Diet Helped Make Diabetes Meds Unnecessary http://www.ecorazzi.com/2012/11/29/chaka-khans-vegan-diet-helped-make-diabetes-meds-unnecessary/ … via @ecorazzi","1","3","1","1354202958000","8:59 PM - 29 Nov 2012","/vegucated/status/274173194880045056"
"1549195645-267","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Shambhusvegan","Shambhu's","Shambhu's #vegan & #gluten-free cheesecakes are now in the shop with the naughtiest vegan cakes in town :) @MsCupcakeUK http://tinyurl.com/ct9hwce","1","5","1","1355477567000","3:02 PM - 14 Dec 2012","/Shambhusvegan/status/279519294902120448"
"1549195645-1101","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Pubblico","Pubblico","1 novembre, World Vegan Day. Se qualcosa importa #WorldVeganDay #Vegan http://pubblicogiornale.it/cultura-2/domani-il-world-vegan-day-chi-sono-vegani-veganesimo/ …","","10","4","1351727523000","5:22 AM - 1 Nov 2012","/Pubblico/status/263790469199319040"
"1549195645-931","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@thefullhelping","Gena Hamshaw","New post! Review of the fabulous #raw and #vegan treat & tonic company @heygouter . Learn all about them!  http://bit.ly/VYLwvw","3","2","2","1352521914000","10:01 AM - 10 Nov 2012","/thefullhelping/status/267122385797394432"
"1549195645-1272","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@MikkoAlanne","Mikko Alanne","You were someone. You died nameless. But you are not forgotten. #vegan pic.twitter.com/J2IUNmZV","","3","1","1350925400000","10:33 PM - 22 Oct 2012","/MikkoAlanne/status/260426118316830720"
"1549195645-741","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeFoods","Whole Foods Market","Here's a tasty #vegan side for your big meal this week! GREEN BEANS W/ SHALLOTS & ALMONDS: http://bit.ly/T8g916  #WFMdish","3","17","22","1353379505000","8:15 AM - 20 Nov 2012","/WholeFoods/status/270719381904957440"
"1549195645-155","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@VeganTweeter","Vegan Tweeter (Alex)","The #Mayans may have been wrong, and we'll live to see tomorrow, but the 158 million (yes, MILLION) animals killed TODAY will not. #vegan","5","30","6","1356120654000","1:40 AM - 22 Dec 2012","/VeganTweeter/status/282216597265981440"
"1549195645-338","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@terryhope","Terry Hope Romero","#skyrim inspired Apple Cabbage Stew http://veganlatina.com/apple-cabbage-skryim-stew/ … #meatlessmonday #vegan... http://fb.me/sxzwQEoK","1","7","4","1355155411000","9:33 PM - 10 Dec 2012","/terryhope/status/278168074153250816"
"1549195645-771","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Autumn Baked Apples - great for a lighter fall or holiday treat! http://ow.ly/flOQD  #vegan #recipe #apples","","3","1","1353272426000","2:30 AM - 19 Nov 2012","/OneGreenPlanet/status/270270261247504384"
"1549195645-182","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@ChloeCoscarelli","Chloe Coscarelli","Catch my #vegan @todayshow clip here! http://today.msnbc.msn.com/id/29054368/ns/today-kathie_lee_and_hoda/#50247931 …","4","4","","1355958358000","4:35 AM - 20 Dec 2012","/ChloeCoscarelli/status/281535877887434752"
"1549195645-1079","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@Beachbody","Beachbody","Check out these #Vegan #Lettuce #Wraps from the #P90X2 #Nutrition Guide! http://pinterest.com/pin/9922061650430112/ …","","7","3","1351810476000","4:24 AM - 2 Nov 2012","/Beachbody/status/264138401035481088"
"1549195645-526","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@GilbertMarket","GilbertFarmersMarket","Are you #GlutenFree #Vegetarian #Vegan or #DairyFree? We are working on something BIG for all of you at the @GilbertMarket!","","2","3","1354235708000","6:05 AM - 30 Nov 2012","/GilbertMarket/status/274310558822584321"
"1549195645-1096","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@vegsoc","Vegetarian Society","The first foodie film is our Christmas Pie - a hearty pie great for sharing #vegan #dairyfree #eggfreehttp://youtu.be/dlr_yuIsIHQ","1","3","3","1351761759000","2:52 PM - 1 Nov 2012","/vegsoc/status/263934066204745729"
"1549195645-703","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@AliciaSilv","Alicia Silverstone","15 yum and totally #vegan desserts for Thanksgiving: http://bit.ly/tgdesserts","3","23","20","1353520507000","11:25 PM - 21 Nov 2012","/AliciaSilv/status/271310787061116928"
"1549195645-1386","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Nutritional yeast ROCKS! Great info + recipes here: http://ow.ly/ewmvp  #nooch #vegan","2","8","6","1350439243000","7:30 AM - 17 Oct 2012","/OneGreenPlanet/status/258387029166006272"
"1549195645-1408","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeFoodsUK","Whole Foods UK","Here's a great #vegan pumpkin pie recipe: http://bit.ly/cyvP1i  #thanksgiving #MeatFreeMonday #MeatlessMonday","","1","1","1350340349000","4:02 AM - 16 Oct 2012","/WholeFoodsUK/status/257972237674610689"
"1549195645-120","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeFoods","Whole Foods Market","Sweet pear + tart pomegranate + peppery watercress = Yum! QUINOA W/ PEARS, WATERCRESS & POMEGRANATES: http://bit.ly/YD8Rcd  #WFMdish #vegan","","16","31","1356313504000","7:15 AM - 24 Dec 2012","/WholeFoods/status/283025469484433408"
"1549195645-642","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@vegancook101","Vegan Cooking","Top 222 Amazing Vegetarian Recipes: Breakfast, Super Snacks, Lunch, Appetizer and Dinner Recipes - Bundle... http://amzn.to/10tIvbI  #vegan","","1","5","1353730845000","9:50 AM - 24 Nov 2012","/vegancook101/status/272193009620242433"
"1549195645-719","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@WholeFoods","Whole Foods Market","This #vegan dish delivers low-fat protein & lots of fiber! SWEET POTATOES W/ COLLARDS & ADUKI BEANS: http://bit.ly/Wv5NO9  #WFMdish","2","14","19","1353456907000","5:45 AM - 21 Nov 2012","/WholeFoods/status/271044030673088512"
"1549195645-859","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@arbonne","Arbonne","RT @kristenmwebb: We are a #pure #safe #beneficial company! See for yourself! @arbonne  #arbonne #vegan pic.twitter.com/SDbe5M2o","2","87","24","1352854205000","6:20 AM - 14 Nov 2012","/arbonne/status/268516117755092992"
"1549195645-1044","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@coopycoopsHLH","Cooper","What kind of person are you; if you let your tastebuds dictate your sense of morality? #think #meatfree #vegan","2","6","3","1351984326000","4:42 AM - 4 Nov 2012","/coopycoopsHLH/status/264867578659368961"
"1549195645-91","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@VeganTweeter","Vegan Tweeter (Alex)","A very happy holiday to all of you! I hope it's as compassionate as it is joyful! #VeganChristmas #vegan","1","3","1","1356489547000","8:09 AM - 26 Dec 2012","/VeganTweeter/status/283763843564462082"
"1549195645-738","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@bakeanddestroy","𝙽𝚊𝚝𝚊𝚕𝚒𝚎 𝚇Ⓥ𝚇","Gonna post that #vegan green bean casserole pizza recipe tomorrow. Don't say I never did anything for you.","3","1","3","1353387791000","10:33 AM - 20 Nov 2012","/bakeanddestroy/status/270754138864881664"
"1549195645-242","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@YourDailyVegan","Your Daily Vegan","Overheard: ""Yeah, I'm #vegan now and it's awesome"" Indeed! #GoodStuff","1","5","6","1355610612000","4:00 AM - 16 Dec 2012","/YourDailyVegan/status/280077323632508928"
"1549195645-717","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@ChloeCoscarelli","Chloe Coscarelli","UN-TURKEY HOTLINE: Cooking #vegan this Thanksgiving? I'll be HERE Thursday morning 8-9am PST answering your cooking questions. Tweet me!","4","9","6","1353467880000","8:48 AM - 21 Nov 2012","/ChloeCoscarelli/status/271090054766682113"
"1549195645-793","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@DaraStyle","Dara Style","#pumpkin #pie #smoothie #raw #organic #vegan :)
Persimmons apple coconut water chia seeds cinnamon pic.twitter.com/QUPlrHIo","6","3","5","1353178548000","12:25 AM - 18 Nov 2012","/DaraStyle/status/269876507843887105"
"1549195645-1302","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@REALLiSAMARiE","Lisa Marie Varon","“@stacycarterkat: The most handsome guy ever!!!! #MyLove #Adopt #AnimalRescue #Vegan #Dog #pooch http://instagr.am/p/RDbHwtH8_G/ ” so cute","7","","3","1350842357000","11:29 PM - 21 Oct 2012","/REALLiSAMARiE/status/260077813577678850"
"1549195645-1019","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@JoyfulVegan","Colleen Patrick-Goudreau","#Vegan Thanksgiving video for practical tips (main dishes, sides, desserts) and the true meaning of this holiday! http://tinyurl.com/aqxu5hl","","7","2","1352138990000","11:39 PM - 5 Nov 2012","/JoyfulVegan/status/265516288053485569"
"1549195645-759","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@AnimalAbusers","AnimalAbusers","A factory farm Thanksgiving - Duke Chronicle http://dlvr.it/2VpK52  #factoryfarm #vegan","","2","1","1353306726000","12:02 PM - 19 Nov 2012","/AnimalAbusers/status/270414125694320640"
"1549195645-478","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@bifnaked","Bif Naked","Make a Tomato salad with basil leaves and FIRM TOFU INSTEAD of bocconcini cheese. Drizzle with balsamic vinegar. #Vegan EASY and cheaper!","5","9","5","1354466408000","10:10 PM - 2 Dec 2012","/bifnaked/status/275278186005291010"
"1549195645-202","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@POPSUGARFitness","POPSUGAR Fitness","Chocolate nut clusters #Paleo #holiday #treats #gfree #vegan #dessert http://fitsu.gr/26285810","2","4","9","1355861705000","1:45 AM - 19 Dec 2012","/POPSUGARFitness/status/281130486045220864"
"1549195645-329","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@edgyveg","The Edgy Veg","Chocolate Coconut #vegan #protein bars! Stop buying those processed bars! Try these instead! #local #healthy #natural  http://ow.ly/fP71L","","2","3","1355178932000","4:05 AM - 11 Dec 2012","/edgyveg/status/278266729187143680"
"1549195645-687","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Looking for the perfect pumpkin pie recipe? We've got you covered! http://ow.ly/ftyHk  #vegan #thanksgiving #recipe","","4","5","1353556812000","9:30 AM - 22 Nov 2012","/OneGreenPlanet/status/271463062354161667"
"1549195645-191","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@udisglutenfree","Udi's Gluten Free","Marcona Almond Mayo. Can you believe it's #Vegan & #Glutenfree!? Thanks @elanaspantry! http://bit.ly/XnNSJB","3","3","2","1355939161000","11:16 PM - 19 Dec 2012","/udisglutenfree/status/281455357656707072"
"1549195645-922","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@veganfuture","Vegan Future","Enjoy a #vegan meal at Pogo Cafe London http://www.pogocafe.co.uk/","","1","3","1352582416000","2:50 AM - 11 Nov 2012","/veganfuture/status/267376148634288128"
"1549195645-985","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@OneGreenPlanet","One Green Planet","Want to live longer? Eat vegan! http://ow.ly/f3VOn  #health #healthyeating #vegan","","8","5","1352253620000","7:30 AM - 7 Nov 2012","/OneGreenPlanet/status/265997079590088704"
"1549195645-1134","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@vegansaurus","vegansaurus","Make your own #vegan candy corn! http://vegansaurus.com/post/34587762236 …","1","5","2","1351544537000","2:32 AM - 30 Oct 2012","/vegansaurus/status/263022971805892608"
"1549195645-1254","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@AnnabellaDaily","Annabella Daily","Our new video shot in @DumboNYC with #eco #vegan fall sweaters & blazers is up! http://youtu.be/YuPNbKdWtIY ! @EILEENFISHER @LEVIS @AlternativeApp","1","2","1","1351002446000","7:57 PM - 23 Oct 2012","/AnnabellaDaily/status/260749277154926593"
"1549195645-389","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@VegNews","VegNews Magazine","What time is it? Hot cocoa o' clock! With @sweetandsara marshmallows! #vegan #holidaycheer http://instagr.am/p/S9Cgc1KENl/","1","4","5","1354922929000","4:58 AM - 8 Dec 2012","/VegNews/status/277192973580660737"
"1549195645-1226","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@peta2","peta2","Using @HappyCow to find #vegan & #vegetarian food ANYWHERE makes us wonder how we ever survived before. http://bit.ly/RWeXgt","","5","6","1351118100000","4:05 AM - 25 Oct 2012","/peta2/status/261234364325691392"
"1549195645-146","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@vegan_effect","Claire Morley","Nice to see a whole #vegan board at the filling station on stokes croft Bristol :) pic.twitter.com/pomEvhoT","2","6","5","1356185191000","7:36 PM - 22 Dec 2012","/vegan_effect/status/282487277660278784"
"1549195645-218","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@ecorazzi","ecorazzi","Anne Hathaway Wore Custom Vegan Shoes as Fantine in Les Mis - http://ow.ly/gb6Y9  #vegan #fashion #lesmis","","8","1","1355789784000","5:46 AM - 18 Dec 2012","/ecorazzi/status/280828827578560512"
"1549195645-634","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@MikkoAlanne","Mikko Alanne","Amazing! All hunting banned in Botswana! http://newswatch.nationalgeographic.com/2012/11/15/no-more-hunting-of-any-kind-in-botswana/ … #vegan #animalrights","","12","4","1353797823000","4:27 AM - 25 Nov 2012","/MikkoAlanne/status/272473936925704193"
"1549195645-173","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@jennmaagendans","Jennifer Maagendans","Best ginger cookie recipe ever #vegan #recipe http://therelaxedvegan.blogspot.ca/2012/12/double-whammy-ginger-cookies.html?m=1 …pic.twitter.com/qcvWop4h","","2","1","1356033044000","1:20 AM - 21 Dec 2012","/jennmaagendans/status/281849131264270336"
"1549195645-1013","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@TheGayVegans","The Gay Vegans","Vote for President Obama!: Why we ask you to vote for President Obama http://thegayvegans.blogspot.com/2012/10/why-we-ask-you-to-vote-for-president.html?spref=tw … @Obama2012 #Colorado #gay #vegan #LGBT","","5","","1352157416000","4:46 AM - 6 Nov 2012","/TheGayVegans/status/265593571984416769"
"1549195645-482","https://twitter.com/search?l=&q=%23vegan%20since%3A2012-01-01%20until%3A2012-12-31&src=typd","@EarthActivists","EAs for Earth(lings)","... for #AnimalLowers who need incentive to go #vegan ... This is the Matrix {egg} ... This is the Truth {egg industry} pic.twitter.com/FoEwXMxm","2","33","2","1354447224000","4:50 PM - 2 Dec 2012","/EarthActivists/status/275197722246647808"
